Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
Sharp Objects,Drama,"2018,",2018,Sharp Objects: Season 1 Featurette - From The Source: Amy Adams on Camille Preaker,N/A,92%,55%,N/A,https://www.rottentomatoes.com/tv/sharp_objects,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Dead Sea,Crime/,"Released Jul 26,",N/A,Dead Sea: Trailer 1,"1h 27m,",,57%,N/A,https://www.rottentomatoes.com/m/dead_sea,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Blood of Zeus,Adventure/,"2020 - Present,",2020,Blood of Zeus: Season 2 Trailer,N/A,100%,80%,N/A,https://www.rottentomatoes.com/tv/blood_of_zeus,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Black Widow,Action/,"Released Jul 9, 2021,",2021,Black Widow: Featurette - Future,"2h 13m,",51%,64%,"Critics Consensus
        
Black Widow's deeper themes are drowned out in all the action, but it remains a solidly entertaining standalone adventure that's rounded out by a stellar supporting cast.
Read Critics Reviews",https://www.rottentomatoes.com/m/black_widow_2021,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
The Offer,Biography/,"2022 - Present,",2022,The Offer: Limited Series Featurette - Meet The Godfather Producer Al Ruddy,N/A,57%,69%,N/A,https://www.rottentomatoes.com/tv/the_offer,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Arthur the King,Drama/,"Released Mar 15,",N/A,Arthur the King: Exclusive Featurette - Adventure Racing on Set,"1h 47m,",53%,97%,"Critics Consensus
        
It's hard to deny Arthur the King's ability to tug at the heartstrings, although it may have been more effective if it had taken a subtler approach.
Read Critics Reviews",https://www.rottentomatoes.com/m/arthur_the_king,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Killers of the Flower Moon,Crime/,"Released Oct 20, 2023,",2023,'Killers of the Flower Moon' Cast Detail Their Creative Processes & What Drew Them to the Film,"3h 26m,",95%,86%,"Critics Consensus
        
Enormous in runtime, theme, and achievement, Killers of the Flower Moon is a sobering appraisal of America's relationship with Indigenous peoples and yet another artistic zenith for Martin Scorsese and his collaborators.
Read Critics Reviews",https://www.rottentomatoes.com/m/killers_of_the_flower_moon,Movie,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
Pig,Drama/,"Released Jul 16, 2021,",2021,Pig: Trailer 1,"1h 32m,",21%,30%,"Critics Consensus
        
Like the animal itself, Pig defies the hogwash of expectations with a beautiful odyssey of loss and love anchored by Nicolas Cage's affectingly raw performance.
Read Critics Reviews",https://www.rottentomatoes.com/m/pig_2021,Movie,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
The Last Airbender,Fantasy/,"Released Jul 1, 2010,",2010,The Last Airbender: Trailer 1,"1h 43m,",45%,59%,"Critics Consensus
        
The Last Airbender squanders its popular source material with incomprehensible plotting, horrible acting, and detached joyless direction.
Read Critics Reviews",https://www.rottentomatoes.com/m/last_airbender,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Parasite,Comedy/,"Released Nov 1, 2019,",2019,"Parasite, Falcon & the Winter Soldier, and More | Weekly Ketchup","2h 12m,",100%,90%,"Critics Consensus
        
An urgent, brilliantly layered look at timely social themes, Parasite finds writer-director Bong Joon Ho in near-total command of his craft.
Read Critics Reviews",https://www.rottentomatoes.com/m/parasite_2019,Movie,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
The Menu,Horror/,"Released Nov 18, 2022,",2022,'The Menu' Cast Share Food Photos and Deleted Scenes,"1h 47m,",89%,78%,"Critics Consensus
        
While its social commentary relies on basic ingredients, The Menu serves up black comedy with plenty of flavor.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_menu,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Movie 43,Comedy,"Released Jan 25, 2013,",2013,"Twelve directors, including Peter Farrelly, Griffin Dunne and Brett Ratner, contributed to this collection of outrageous spoofs and stories. A seemingly perfect man has an unusual blemish on his neck in ""The Catch."" Superheroes attend a speed-dating event in ""Robin's Big Speed Date."" Two people on a blind date try to break the ice by playing ""Truth or Dare."" Other stories include ""iBabe,"" ""The Proposition,"" ""Beezel"" and ""Victory's Glory.""","1h 34m,",27%,46%,"Critics Consensus
        
A star-studded turkey, Movie 43 is loaded with gleefully offensive and often scatological gags, but it's largely bereft of laughs.
Read Critics Reviews",https://www.rottentomatoes.com/m/movie_43,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
No Country for Old Men,Crime/,"Released Nov 21, 2007,",2007,"While out hunting, Llewelyn Moss (Josh Brolin) finds the grisly aftermath of a drug deal. Though he knows better, he cannot resist the cash left behind and takes it with him. The hunter becomes the hunted when a merciless killer named Chigurh (Javier Bardem) picks up his trail. Also looking for Moss is Sheriff Bell (Tommy Lee Jones), an aging lawman who reflects on a changing world and a dark secret of his own, as he tries to find and protect Moss.","2h 2m,",55%,76%,"Critics Consensus
        
Bolstered by powerful lead performances from Javier Bardem, Josh Brolin, and Tommy Lee Jones, No Country for Old Men finds the Coen brothers spinning cinematic gold out of Cormac McCarthy's grim, darkly funny novel.
Read Critics Reviews",https://www.rottentomatoes.com/m/no_country_for_old_men,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Boat,Mystery & Thriller,"Now Playing,",N/A,"Ten people escape bombing on small boat, which unexpectedly stops and sinks mid-journey. Passengers struggle to survive as boat goes down.","2h 6m,",,,N/A,https://www.rottentomatoes.com/m/boat_2024,Movie,No,No,No,No,No,No,No,No,No,No,No
Safe,Drama/,"2018 - Present,",2018,Safe: Season 1 Trailer,N/A,71%,85%,N/A,https://www.rottentomatoes.com/tv/safe,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
House of the Dragon,Drama/,"2022 - Present,",2022,"‘House of the Dragon’ Cast on Dragon Riding, Family Conflict, and the ‘Game of Thrones’ Legacy",N/A,90%,85%,N/A,https://www.rottentomatoes.com/tv/house_of_the_dragon,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Star Trek: Strange New Worlds,Sci-Fi/,"2022 - Present,",2022,Star Trek: Strange New Worlds: Season 2 Trailer,N/A,99%,72%,N/A,https://www.rottentomatoes.com/tv/star_trek_strange_new_worlds,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
The Bear,Comedy,"2022 - Present,",2022,The Bear: Season 3 Teaser - We're Open,N/A,100%,83%,N/A,https://www.rottentomatoes.com/tv/the_bear,TV Show,No,No,No,No,Yes,No,No,No,No,Yes,No
The Bridge,Crime/,"2013 - 2014,",2013,"When an American judge known for anti-immigration views is found dead on the bridge connecting El Paso, Texas, with Juarez, Mexico, authorities from both sides of the U.S.-Mexico border must work together to catch the perp, a serial killer who is operating in both countries. Detective Sonya Cross, of the El Paso Police Department, works with Chihuahua State Police Detective Marco Ruiz, who knows about the slippery politics of Mexican law enforcement. Ruiz's whatever-it-takes approach doesn't sit well with Cross, who has Asperger's syndrome and a by-the-book attitude when it comes to the job. But the two put their differences aside to solve a string of murders on the border, which is already infected with issues that include illegal immigration, drug trafficking, violence and prostitution.",N/A,91%,94%,N/A,https://www.rottentomatoes.com/tv/the_bridge_2013,TV Show,No,No,No,No,No,No,No,No,No,Yes,Yes
Women in Blue,Drama/,"Next Ep Wed Aug 7,",N/A,Women in Blue: Season 1 Trailer,N/A,100%,88%,N/A,https://www.rottentomatoes.com/tv/women_in_blue_2024,TV Show,No,No,No,No,No,No,No,No,No,No,No
The Silence of the Lambs,Mystery & Thriller/,"Released Feb 13, 1991,",1991,"Jodie Foster stars as Clarice Starling, a top student at the FBI's training academy. Jack Crawford (Scott Glenn) wants Clarice to interview Dr. Hannibal Lecter (Anthony Hopkins), a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","1h 59m,",79%,90%,"Critics Consensus
        
Director Jonathan Demme's smart, taut thriller teeters on the edge between psychological study and all-out horror, and benefits greatly from stellar performances by Anthony Hopkins and Jodie Foster.
Read Critics Reviews",https://www.rottentomatoes.com/m/silence_of_the_lambs,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Titanic,History/,"Released Dec 19, 1997,",1997,"What to Watch: Ant-Man 3, Scary Winnie the Pooh, Picard & More!","3h 15m,",31%,61%,"Critics Consensus
        
A mostly unqualified triumph for James Cameron, who offers a dizzying blend of spectacular visuals and old-fashioned melodrama.
Read Critics Reviews",https://www.rottentomatoes.com/m/titanic,Movie,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes
Forrest Gump,Comedy/,"Released Jul 6, 1994,",1994,Forrest Gump: Trailer 1,"2h 22m,",93%,46%,"Critics Consensus
        
Tom Hanks' rigorously earnest performance keeps Forrest Gump sincere even when it gets glib with American history, making for a whimsical odyssey of debatable wisdom but undeniable heart.
Read Critics Reviews",https://www.rottentomatoes.com/m/forrest_gump,Movie,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
Avengers: Endgame,Action/,"Released Apr 26, 2019,",2019,Most Surprising Movie Cameos,"3h 1m,",85%,92%,"Critics Consensus
        
Exciting, entertaining, and emotionally impactful, Avengers: Endgame does whatever it takes to deliver a satisfying finale to Marvel's epic Infinity Saga.
Read Critics Reviews",https://www.rottentomatoes.com/m/avengers_endgame,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Burn the House Down,Drama/,"2023 - Present,",2023,"To uncover the truth about the fire that ruined her family 13 years ago, Anzu goes undercover as a housekeeper for the icy mistress of the wealthy and powerful Mitarai home.",N/A,100%,80%,N/A,https://www.rottentomatoes.com/tv/burn_the_house_down,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Mapantsula,Drama,"Released Dec 3, 1989,",1989,Mapantsula: Trailer 1,"1h 45m,",100%,89%,N/A,https://www.rottentomatoes.com/m/mapantsula,Movie,No,No,No,No,No,No,No,No,No,No,No
Queen of Tears,Romance/,"2024 - Present,",2024,Queen of Tears: Season 1 Trailer,N/A,100%,40%,N/A,https://www.rottentomatoes.com/tv/queen_of_tears,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The Blacklist,Crime/,"2013 - 2023,",2013,The Blacklist: Season 10 Trailer - Say Goodbye to Red,N/A,82%,94%,N/A,https://www.rottentomatoes.com/tv/the_blacklist,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,No
American Rust,Crime/,"2021 - Present,",2021,American Rust: Broken Justice: Season 2 Trailer,N/A,28%,73%,N/A,https://www.rottentomatoes.com/tv/american_rust,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Small Back Room,Drama/,"Now Playing,",N/A,The Small Back Room: 4K Restoration Trailer,"1h 46m,",35%,58%,N/A,https://www.rottentomatoes.com/m/the_small_back_room_1952,Movie,No,No,Yes,Yes,No,No,No,No,No,No,No
The Regime,Drama/,"2024 - Present,",2024,The Regime: Limited Series Trailer,N/A,52%,78%,N/A,https://www.rottentomatoes.com/tv/the_regime,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Kinds of Kindness,Comedy/,"Now Playing,",N/A,Kinds of Kindness: Featurette -  Kind of Behind the Scenes,"2h 44m,",68%,48%,"Critics Consensus
        
A cold-hearted triptych brimming with caustic wit, Kinds of Kindness is Yorgos Lanthimos at his most misanthropic -- and bitingly funny.
Read Critics Reviews",https://www.rottentomatoes.com/m/kinds_of_kindness,Movie,No,No,No,No,No,No,No,No,No,No,No
Narcos,Crime/,"2015 - Present,",2015,Narcos: Season 3 Viral Video - Abuela Visits The Set,N/A,78%,82%,N/A,https://www.rottentomatoes.com/tv/narcos,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The Killing of a Sacred Deer,Mystery & Thriller/,"Released Oct 20, 2017,",2017,The Killing of a Sacred Deer: 'Playdate' Trailer,"2h 1m,",65%,34%,"Critics Consensus
        
The Killing of a Sacred Deer continues director Yorgos Lanthimos' stubbornly idiosyncratic streak -- and demonstrates again that his is a talent not to be ignored.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_killing_of_a_sacred_deer,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Presumed Innocent,Mystery & Thriller,"1990,",1990,"Prosecuting attorney Raymond Horgan (Brian Dennehy) assigns his chief deputy, the taciturn Rusty Sabitch (Harrison Ford), to investigate the rape and murder of colleague Carolyn Polhemus (Greta Scacchi), unaware of their torrid affair. When evidence implicates Rusty, Horgan's political enemies demand his arrest, devastating Rusty's wife, Barbara (Bonnie Bedelia). In desperation, Rusty turns to crafty defense attorney Sandy Stein (Raul Julia), only to be stunned by his trial's revelations.","2h 7m,",56%,44%,"Critics Consensus
        
Thanks to an outstanding script, focused direction by Alan Pakula, and a riveting performance from Harrison Ford, Presumed Innocent is the kind of effective courtroom thriller most others aspire to be.
Read Critics Reviews",https://www.rottentomatoes.com/m/presumed_innocent,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Blade Runner 2049,Sci-Fi/,"Released Oct 6, 2017,",2017,Blade Runner 2049: Trailer 2,"2h 44m,",79%,76%,"Critics Consensus
        
Visually stunning and narratively satisfying, Blade Runner 2049 deepens and expands its predecessor's story while standing as an impressive filmmaking achievement in its own right.
Read Critics Reviews",https://www.rottentomatoes.com/m/blade_runner_2049,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Tell Them You Love Me,Documentary,"2023,",2023,"Tell Them You Love Me explores the extraordinary story of Anna Stubblefield, an esteemed university professor who becomes embroiled in a controversial affair with Derrick Johnson, a non-verbal black man with cerebral palsy. Anna says she unlocked Derrick's mind from his body by teaching him to communicate using a keyboard. But when Derrick's family begin to question his miraculous transformation, and Anna's intentions, it would lead to a criminal trial that would challenge our perceptions of disability and the nature of consent. Through exclusive footage and interviews with those on both sides of the case, this feature documentary weaves a riveting and endlessly nuanced story about communication, race, and sex.","1h 40m,",100%,84%,N/A,https://www.rottentomatoes.com/m/tell_them_you_love_me,Movie,Yes,No,No,No,No,No,No,Yes,No,No,No
Y: The Last Man,Sci-Fi/,"2021 - Present,",2021,Y: The Last Man: Season 1 Featurette - Inside Look: Building the Apocalypse,N/A,77%,82%,N/A,https://www.rottentomatoes.com/tv/y_the_last_man,TV Show,No,No,No,No,No,No,No,No,No,Yes,No
The Ecuadorian Candidate,Documentary,"2024,",2024,The Ecuadorian Candidate: Trailer 1,"1h 34m,",,,N/A,https://www.rottentomatoes.com/m/the_ecuadorian_candidate,Movie,No,No,No,No,No,No,No,No,No,No,Yes
Blue Eye Samurai,Action/,"2023 - Present,",2023,Blue Eye Samurai: Season 1 Trailer 2,N/A,96%,95%,N/A,https://www.rottentomatoes.com/tv/blue_eye_samurai,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
From Straight A's to XXX,Drama/,"2017,",2017,A college student endures cyberbullying and even death threats when it is revealed that she has chosen to become a porn star under a pseudonym to pay off her sizable tuition expenses.,"1h 30m,",,55%,N/A,https://www.rottentomatoes.com/m/from_straight_as_to_xxx,Movie,No,No,No,No,No,No,No,No,No,No,Yes
Season 1 – Supacell,Drama/,"2024,",2024,Supacell: Season 1 Trailer,N/A,100%,73%,"Critics Consensus
        
Finding a fresh approach to the superhero genre, Supacell works as both a savvy social commentary and satisfying entertainment. 
Read Critics Reviews",https://www.rottentomatoes.com/tv/supacell/s01,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Another Self,Drama,"2022 - Present,",2022,Three friends take part in a therapy session in a seaside town and learn to work through unresolved trauma connected to their families' pasts.,N/A,53%,38%,N/A,https://www.rottentomatoes.com/tv/another_self,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
The Haunting of Hill House,Drama/,"2018,",2018,The Haunting of Hill House: Season 1 Featurette - Horror Shop,N/A,93%,56%,N/A,https://www.rottentomatoes.com/tv/the_haunting_of_hill_house,TV Show,Yes,No,No,Yes,No,No,No,No,No,No,Yes
Smile,Horror/,"Released Sep 30, 2022,",2022,Smile: Final Trailer,"1h 56m,",43%,34%,"Critics Consensus
        
Deeply creepy visuals and a standout Sosie Bacon further elevate Smile's unsettling exploration of trauma, adding up to the rare feature that satisfyingly expands on a short.
Read Critics Reviews",https://www.rottentomatoes.com/m/smile_2022,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
No Way Up,Action/,"Released Feb 16,",N/A,No Way Up: Exclusive Trailer,"1h 30m,",36%,,"Critics Consensus
        
Taking a promising premise and driving it straight into the sea, No Way Up doesn't have enough fun with its nerve-shredding concept.
Read Critics Reviews",https://www.rottentomatoes.com/m/no_way_up_2023,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Highest Brasil,Drama,"2024,",2024,A struggling fisherman is offered an unusual new life but soon questions himself as the project becomes more deranged.,"1h 46m,",,,N/A,https://www.rottentomatoes.com/m/the_highest_brasil,Movie,No,No,No,No,No,No,No,Yes,No,No,Yes
Station Eleven,Drama/,"2021 - Present,",2021,"A post-apocalyptic saga spanning multiple timelines, this limited drama series tells the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.",N/A,98%,43%,N/A,https://www.rottentomatoes.com/tv/station_eleven,TV Show,No,Yes,No,No,No,No,No,No,No,No,No
Rebel Moon - Part Two: Director's Cut,Sci-Fi/,"2024,",2024,"Rebels on a remote moon make an impossible stand in director Zack Snyder's bigger, bloodier cut of his sci-fi saga.","2h 53m,",33%,66%,N/A,https://www.rottentomatoes.com/m/rebel_moon_part_two_directors_cut,Movie,Yes,No,No,No,No,No,No,No,No,No,No
All American,Drama/,"2018 - Present,",2018,All American: Season 1 Episode 14 Trailer -,N/A,92%,47%,N/A,https://www.rottentomatoes.com/tv/all_american,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Fast X,Action/,"Released May 19, 2023,",2023,Fast X: Exclusive Featurette - Ludacris and Tyrese Gibson,"2h 21m,",59%,82%,"Critics Consensus
        
As irredeemably silly as it is satisfyingly self-aware, Fast X should rev the engines of longtime fans while leaving many newcomers in neutral.
Read Critics Reviews",https://www.rottentomatoes.com/m/fast_x,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Masters of the Air,History/,"2024,",2024,Masters of the Air: Limited Series Featurette - Front Lines: The Production,N/A,85%,54%,N/A,https://www.rottentomatoes.com/tv/masters_of_the_air,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
New Life,Horror/,"Released May 3,",N/A,New Life: Trailer 1,"1h 25m,",41%,27%,"Critics Consensus
        
Breathing New Life to the genre, this excellently acted brooding horror thriller marks a propitious debut for John Rosman.
Read Critics Reviews",https://www.rottentomatoes.com/m/new_life_2023,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Never Have I Ever,Comedy/,"2020 - 2023,",2020,5 Things to Watch if you Love 'Never Have I Ever',N/A,95%,80%,N/A,https://www.rottentomatoes.com/tv/never_have_i_ever,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Gravity Falls,Kids & Family/,"2012 - 2016,",2012,"Twins Dipper and Mabel Pines are sent to spend the summer with their great-uncle, Grunkle Stan, in the mysterious town of Gravity Falls, Ore. Grunkle Stan has the kids help him run The Mystery Shack, the tourist trap that he owns. The twins try to adapt to the weird surroundings but sense there is something strange about Gravity Falls and begin to unlock its secrets. When Dipper uncovers a cryptic journal that offers insight into the town's mysteries, he and Mabel use it and their enthusiastic desire to vanquish evil to battle the imminent mysteries that surround them.",N/A,100%,82%,N/A,https://www.rottentomatoes.com/tv/gravity_falls,TV Show,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes
The First Wave,Documentary,"Released Nov 19, 2021,",2021,The First Wave: Trailer 1,"1h 33m,",98%,96%,"Critics Consensus
        
The First Wave presents a starkly gripping snapshot of a crisis unfolding -- and its grim toll on those who put their lives on the line to fight it.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_first_wave,Movie,No,No,No,No,No,No,No,No,No,Yes,No
The Brothers Sun,Comedy/,"2024,",2024,The Brothers Sun: Season 1 Featurette - Michelle Yeoh is Mama Sun,N/A,84%,86%,N/A,https://www.rottentomatoes.com/tv/the_brothers_sun,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Young Woman and the Sea,Biography/,"Released May 31,",N/A,Young Woman and the Sea: Featurette - The Unbelievable True Story,"2h 9m,",83%,98%,"Critics Consensus
        
Buoyed by Daisy Ridley's radiant star power and the remarkable trajectory of Gertrude Ederle's life story, Young Woman and the Sea is an old-fashioned sports movie that harkens back to the classics in the best way.
Read Critics Reviews",https://www.rottentomatoes.com/m/young_woman_and_the_sea,Movie,No,No,No,No,Yes,No,No,No,No,No,No
Iron Man,Action/,"Released May 2, 2008,",2008,Avengers: Infinity War: Easter Eggs,"2h 6m,",72%,71%,"Critics Consensus
        
Powered by Robert Downey Jr.'s vibrant charm, Iron Man turbo-charges the superhero genre with a deft intelligence and infectious sense of fun.
Read Critics Reviews",https://www.rottentomatoes.com/m/iron_man,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Bone Tomahawk,Western/,"Released Oct 23, 2015,",2015,Bone Tomahawk: Trailer 1,"2h 12m,",56%,43%,"Critics Consensus
        
Bone Tomahawk's peculiar genre blend won't be for everyone, but its gripping performances and a slow-burning story should satisfy those in search of something different.
Read Critics Reviews",https://www.rottentomatoes.com/m/bone_tomahawk,Movie,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
Hereditary,Horror/,"Released Jun 8, 2018,",2018,Hereditary: Exclusive Interview,"2h 7m,",57%,33%,"Critics Consensus
        
Hereditary uses its classic setup as the framework for a harrowing, uncommonly unsettling horror film whose cold touch lingers long beyond the closing credits.
Read Critics Reviews",https://www.rottentomatoes.com/m/hereditary,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Ghost Adventures,Reality,"2008 - Present,",2008,"Paranormal investigator Zak Bagans leads his team of co-investigators at haunted locations both in America and abroad, interviewing locals about alleged hauntings before going face to face with supernatural entities. Each hourlong episode follows Bagans and his crew as they work to uncover the paranormal mysteries, and after piecing together the haunted history of each site, the team holds a dusk-to-dawn ""lockdown"" in an effort to obtain physical evidence of the paranormal and discover the truth.",N/A,29%,,N/A,https://www.rottentomatoes.com/tv/ghost_adventures,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
Dark Phoenix,Action/,"Released Jun 7, 2019,",2019,Dark Phoenix: Name the Review,"1h 54m,",47%,65%,"Critics Consensus
        
Dark Phoenix ends an era of the X-Men franchise by taking a second stab at adapting a classic comics arc -- with deeply disappointing results.
Read Critics Reviews",https://www.rottentomatoes.com/m/dark_phoenix,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Bob Marley: One Love,Biography/,"Released Feb 14,",N/A,Bob Marley: One Love: Featurette - Making the Movie Authentic,"1h 47m,",34%,92%,"Critics Consensus
        
Kingsley Ben-Adir does an admirable job in the central role, but Bob Marley: One Love is ultimately a standard biopic that doesn't do justice to its brilliant subject.
Read Critics Reviews",https://www.rottentomatoes.com/m/bob_marley_one_love,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Daaru Na Peenda Hove,Comedy/,"Now Playing,",N/A,A carefree bachelor's life is disrupted when he is thrust into the role of caregiver for a spirited young girl.,"1h 54m,",,90%,N/A,https://www.rottentomatoes.com/m/daaru_na_peenda_hove,Movie,No,No,No,No,No,No,No,No,No,No,No
Power Book II: Ghost,Crime/,"Next Ep Fri Sep 6,",N/A,Power Book II: Ghost: Behind the Scenes,N/A,81%,85%,N/A,https://www.rottentomatoes.com/tv/power_book_ii_ghost,TV Show,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Watchmen,Action/,"2019,",2019,5 Titles to Watch If You Love ‘Watchmen’,N/A,96%,75%,N/A,https://www.rottentomatoes.com/tv/watchmen,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Suicide Squad Isekai,Fantasy/,"Next Ep Thu Aug 8,",N/A,Suicide Squad Isekai: Season 1 Trailer 2,N/A,,68%,N/A,https://www.rottentomatoes.com/tv/suicide_squad_isekai,TV Show,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes
Nope,Sci-Fi/,"Released Jul 22, 2022,",2022,Movieclips: Jordan Peele's Best Horror Moments,"2h 15m,",13%,18%,"Critics Consensus
        
Admirable for its originality and ambition even when its reach exceeds its grasp, Nope adds Spielbergian spectacle to Jordan Peele's growing arsenal.
Read Critics Reviews",https://www.rottentomatoes.com/m/nope,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Mad Max: Fury Road,Action/,"Released May 15, 2015,",2015,RT21 Movie Countdown,"2h 0m,",51%,40%,"Critics Consensus
        
With exhilarating action and a surprising amount of narrative heft, Mad Max: Fury Road brings George Miller's post-apocalyptic franchise roaring vigorously back to life.
Read Critics Reviews",https://www.rottentomatoes.com/m/mad_max_fury_road,Movie,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
The Stranger,Crime/,"2020 - Present,",2020,The Stranger: Season 1 Trailer,N/A,87%,79%,N/A,https://www.rottentomatoes.com/tv/the_stranger,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Tokyo Revengers,Action/,"2021 - Present,",2021,,N/A,100%,60%,N/A,https://www.rottentomatoes.com/tv/tokyo_revengers,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Invasion,Drama/,"2021 - Present,",2021,Invasion: Season 2 Featurette - An Inside Look: The Storm,N/A,48%,58%,N/A,https://www.rottentomatoes.com/tv/invasion_2021,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Barry,Comedy,"2018 - Present,",2018,Bill Hader and the Cast of 'Barry' Reflect Back on Iconic Moments from the Series,N/A,98%,89%,N/A,https://www.rottentomatoes.com/tv/barry,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Invisible Man,Horror/,"Released Feb 28, 2020,",2020,The Invisible Man: Deleted Scene - Insanity Defense,"2h 4m,",82%,88%,"Critics Consensus
        
Smart, well-acted, and above all scary, The Invisible Man proves that sometimes, the classic source material for a fresh reboot can be hiding in plain sight.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_invisible_man_2020,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Doctor Jekyll,Drama/,"Released Aug 2,",N/A,Doctor Jekyll: Trailer 1,"1h 29m,",90%,54%,N/A,https://www.rottentomatoes.com/m/doctor_jekyll,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
The Glory,Drama/,"2022 - Present,",2022,The Glory: Season 1 Trailer,N/A,80%,91%,N/A,https://www.rottentomatoes.com/tv/the_glory,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
My Spy,Comedy/,"Released Jun 26, 2020,",2020,My Spy: Trailer 1,"1h 39m,",17%,58%,"Critics Consensus
        
My Spy plugs Dave Bautista into the ""charismatic action star meets cute kid"" formula, with generally painless albeit decidedly mediocre results.
Read Critics Reviews",https://www.rottentomatoes.com/m/my_spy,Movie,No,No,No,No,No,No,No,No,No,No,Yes
The Boy and the Heron,Fantasy/,"Released Dec 8, 2023,",2023,The Boy and the Heron: Featurette - Toshio Suzuki on Hayao Miyazaki & the Future of Animation,"2h 4m,",98%,88%,"Critics Consensus
        
Soulfully exploring thought-provoking themes through a beautifully animated lens, The Boy and the Heron is another Miyazaki masterpiece.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_boy_and_the_heron,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,No
