Title,Genre,Release Date,Release Year,Description,Duration,Critic Rating,Audience Rating,Consensus Text,URL,Type,netflix,max-us,fandango,vudu,disney-plus-us,paramount-plus-us,peacock,apple-tv-us,apple-tv-plus-us,hulu,amazon-prime-video-us
Miraculous: Tales of Ladybug and Cat Noir,Kids & Family/,"2015 - Present,",2015,"Marinette seems to be a normal teenage girl -- she dreams of becoming a fashion designer, is a bit awkward and has a crush on a classmate. But she has a secret other teenagers don't have -- she lives a double life as a crime-fighting superhero known as Ladybug. She uses her superpowers to help protect her native Paris from supervillain Hawk Moth. She is assisted, reluctantly, by fellow hero Cat Noir, even though she insists she doesn't need him -- a stance she might not take if she knew his alter ego is her crush, Adrien. Together, Ladybug and Cat Noir help keep Paris safe from Hawk Moth and other villains.",N/A,96%,48%,N/A,https://www.rottentomatoes.com/tv/miraculous_tales_of_ladybug_and_cat_noir,TV Show,Yes,No,No,No,Yes,No,No,No,No,No,Yes
The Old Oak,Drama,"Released Apr 5,",N/A,The Old Oak: Trailer 1,"1h 53m,",92%,85%,"Critics Consensus
        
Imbued with the fiercely humanistic spirit that has defined Ken Loach's filmography, The Old Oak serves as a fitting -- albeit somewhat sentimental -- finale to a remarkable career.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_old_oak,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Devs,Drama/,"2020 - Present,",2020,Devs: Season 1 Trailer,N/A,82%,92%,N/A,https://www.rottentomatoes.com/tv/devs,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Twister,Action/,"Released May 10, 1996,",1996,"During the approach of the most powerful storm in decades, university professor Dr. Jo Harding (Helen Hunt) and an underfunded team of students prepare the prototype for Dorothy, a ground-breaking tornado data-gathering device conceived by her estranged husband, Bill (Bill Paxton). When Harding tells Bill that Dorothy is ready for testing -- and that their privately funded rival Dr. Jonas Miller (Cary Elwes) has stolen the idea and built his own -- Bill rejoins the team for one last mission.","1h 54m,",20%,29%,"Critics Consensus
        
A high-concept blockbuster that emphasizes special effects over three-dimensional characters, Twister's visceral thrills are often offset by the film's generic plot.
Read Critics Reviews",https://www.rottentomatoes.com/m/1071167-twister,Movie,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
The Arctic Convoy,Action/,"Released Jul 26,",N/A,The Arctic Convoy: Trailer 1,"1h 48m,",100%,83%,N/A,https://www.rottentomatoes.com/m/the_arctic_convoy,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
The Devil's Hour,Mystery & Thriller,"2022 - Present,",2022,"A woman wakes up every night at exactly 3:33am, in the middle of the so-called devil's hour between 3am and 4am.",N/A,95%,32%,N/A,https://www.rottentomatoes.com/tv/the_devils_hour,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Firebrand,History/,"Released Jun 14,",N/A,Firebrand: Trailer 1,"2h 0m,",57%,47%,"Critics Consensus
        
Divorced from the historical record with little to show for it, Firebrand is a period piece whose revisionist aims are at odds with its stultifying approach.
Read Critics Reviews",https://www.rottentomatoes.com/m/firebrand_2023,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Finestkind,Crime/,"2023,",2023,Finestkind: Trailer 1,"2h 6m,",22%,35%,N/A,https://www.rottentomatoes.com/m/finestkind,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Ghosted,Action/,"2023,",2023,5 Things to Watch If You Loved 'Ghosted',"1h 56m,",37%,69%,"Critics Consensus
        
Listlessly wafting between action, comedy, and romance without ever solidifying into a satisfying whole, Ghosted earns a chorus of boos.
Read Critics Reviews",https://www.rottentomatoes.com/m/ghosted_2023,Movie,No,No,No,No,No,No,No,No,Yes,No,No
Spaceman,Sci-Fi/,"Released Feb 22,",N/A,Spaceman: Teaser - First Look,"1h 48m,",40%,65%,"Critics Consensus
        
Spaceman's poignant themes are partly brought to life by sensitive performances from a talented cast, but it fails to consistently engage with its most interesting ideas.
Read Critics Reviews",https://www.rottentomatoes.com/m/spaceman_2024,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Unfrosted,Comedy,"Released May 3,",N/A,Unfrosted: Trailer 1,"1h 33m,",48%,51%,"Critics Consensus
        
Much like a preservative-packed toaster pastry, Unfrosted is sweet and colorful, yet it's ultimately an empty experience that may leave the consumer feeling pangs of regret.
Read Critics Reviews",https://www.rottentomatoes.com/m/unfrosted,Movie,Yes,No,No,No,No,No,No,No,No,No,No
The Beast,Drama/,"Released Apr 5,",N/A,The Beast: Trailer 1,"2h 26m,",91%,90%,"Critics Consensus
        
Unwieldy but rewarding, The Beast uses its sci-fi conceit to explore intriguing themes in largely satisfying fashion.
Read Critics Reviews",https://www.rottentomatoes.com/m/the_beast_2023,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Kalki 2898 AD,Sci-Fi/,"Now Playing,",N/A,Kalki 2898 AD: Trailer 1,"2h 45m,",80%,89%,N/A,https://www.rottentomatoes.com/m/kalki_2898_ad,Movie,No,No,No,No,No,No,No,No,No,No,No
Alone,Mystery & Thriller,"Released Sep 18, 2020,",2020,Alone: Trailer 1,"1h 38m,",88%,50%,"Critics Consensus
        
Alone's minimalistic approach makes this heightened thriller a gripping and suspenseful experience.
Read Critics Reviews",https://www.rottentomatoes.com/m/alone_2020_2,Movie,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Spider-Man: Across the Spider-Verse,Kids & Family/,"Released Jun 2, 2023,",2023,Movieclips: Sony's Best Movies of 2023,"2h 20m,",97%,94%,"Critics Consensus
        
Just as visually dazzling and action-packed as its predecessor, Spider-Man: Across the Spider-Verse thrills from start to cliffhanger conclusion.
Read Critics Reviews",https://www.rottentomatoes.com/m/spider_man_across_the_spider_verse,Movie,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
Grace,Crime/,"2021 - Present,",2021,"Brighton-based Detective Superintendent Roy Grace is a hard-working police officer who has given his life to the job; plagued by the disappearance of his beloved wife Sandy years ago, he finds himself unable to let go of the past and his own ghosts.",N/A,80%,67%,N/A,https://www.rottentomatoes.com/tv/grace,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Manifest,Drama/,"2018 - 2023,",2018,Manifest: Season 1 Promo - What If You Got A Second Chance?,N/A,56%,89%,N/A,https://www.rottentomatoes.com/tv/manifest,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Bridgerton,Drama/,"2020 - Present,",2020,Bridgerton: Season 3 Part 2 Trailer,N/A,87%,73%,N/A,https://www.rottentomatoes.com/tv/bridgerton,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Batman v Superman: Dawn of Justice,Action/,"Released Mar 25, 2016,",2016,Rotten Tomatoes is Wrong About... Batman V Superman: Dawn of Justice,"2h 33m,",56%,75%,"Critics Consensus
        
Batman v Superman: Dawn of Justice smothers a potentially powerful story -- and some of America's most iconic superheroes -- in a grim whirlwind of effects-driven action.
Read Critics Reviews",https://www.rottentomatoes.com/m/batman_v_superman_dawn_of_justice,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Great Absence,Drama,"Now Playing,",N/A,A father and son who've been estranged for a long time finally reconcile among lost memories and dispersed pieces of lives.,"2h 32m,",100%,,N/A,https://www.rottentomatoes.com/m/great_absence,Movie,No,No,No,No,No,No,No,No,No,No,No
The Duel,Comedy/,"Released Jul 31,",N/A,The Duel: Trailer 1,"1h 39m,",,100%,N/A,https://www.rottentomatoes.com/m/the_duel,Movie,No,No,No,No,No,No,No,No,No,No,No
You,Drama/,"2018 - Present,",2018,You: Season 4 Part 2 Trailer,N/A,94%,89%,N/A,https://www.rottentomatoes.com/tv/you,TV Show,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
Ripley,Drama/,"2024 - Present,",2024,Ripley: Limited Series Trailer,N/A,86%,80%,N/A,https://www.rottentomatoes.com/tv/ripley,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Tales of the Teenage Mutant Ninja Turtles,Kids & Family/,"Premieres Fri Aug 9,",N/A,Tales of the Teenage Mutant Ninja Turtles: Season 1 Comic-Con Sneak Peek,N/A,,,N/A,https://www.rottentomatoes.com/tv/tales_of_the_teenage_mutant_ninja_turtles,TV Show,No,No,No,No,No,No,No,No,No,No,No
Concerto for Abigail,Drama,"2024,",2024,Samantha Porter is a world renowned pianist going deaf. Facing a world of silence she reaches out to a fan named Abigail who soon becomes her lover and rescuer.,"1h 30m,",,,N/A,https://www.rottentomatoes.com/m/concerto_for_abigail,Movie,No,No,No,Yes,No,No,No,No,No,No,Yes
Time Bandits,Adventure/,"2024 - Present,",2024,Time Bandits: Season 1 Trailer,N/A,81%,51%,N/A,https://www.rottentomatoes.com/tv/time_bandits,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
Loudermilk,Comedy,"2017 - 2020,",2017,Loudermilk: Season 1 Teaser - IKEA,N/A,93%,96%,N/A,https://www.rottentomatoes.com/tv/loudermilk,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Handling the Undead,Horror/,"Released May 31,",N/A,Handling the Undead: Sundance Trailer,"1h 37m,",77%,46%,"Critics Consensus
        
A grounded zombie picture with emotional bite, Handling the Undead shuffles along at a patient pace but succeeds as a poignant and thoughtful addition to the genre.
Read Critics Reviews",https://www.rottentomatoes.com/m/handling_the_undead,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
The Curse,Drama,"2023 - Present,",2023,The Curse: Season 1 Teaser - Streaming November 10,N/A,94%,68%,N/A,https://www.rottentomatoes.com/tv/the_curse_2023,TV Show,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
Call Me by Your Name,Romance/,"Released Jan 19, 2018,",2018,Best Picture Mashup,"2h 12m,",84%,75%,"Critics Consensus
        
Call Me by Your Name offers a melancholy, powerfully affecting portrait of first love, empathetically acted by Timothée Chalamet and Armie Hammer.
Read Critics Reviews",https://www.rottentomatoes.com/m/call_me_by_your_name,Movie,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes
The Good Doctor,Drama,"2017 - 2024,",2017,The Good Doctor: Season 2 Featurette - Dissecting Season 2,N/A,63%,52%,N/A,https://www.rottentomatoes.com/tv/the_good_doctor,TV Show,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes
Mothers' Instinct,Mystery & Thriller,"Now Playing,",N/A,Mothers' Instinct: Trailer 1,"1h 34m,",84%,44%,"Critics Consensus
        
Mothers' Instinct is a glossily enjoyable showcase for Jessica Chastain and Anne Hathaway, although the stars are ill-served by a thin story and shaky tonal command.
Read Critics Reviews",https://www.rottentomatoes.com/m/mothers_instinct_2024,Movie,No,No,Yes,Yes,No,No,No,No,No,No,No
Lady Bird,Comedy/,"Released Nov 22, 2017,",2017,Best Picture Mashup,"1h 34m,",99%,82%,"Critics Consensus
        
Lady Bird delivers fresh insights about the turmoil of adolescence -- and reveals writer-director Greta Gerwig as a fully formed filmmaking talent.
Read Critics Reviews",https://www.rottentomatoes.com/m/lady_bird,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Eternals,Action/,"Released Nov 5, 2021,",2021,Rotten Tomatoes is Wrong About... Eternals,"2h 37m,",62%,82%,"Critics Consensus
        
An ambitious superhero epic that soars as often as it strains, Eternals takes the MCU in intriguing -- and occasionally confounding -- new directions.
Read Critics Reviews",https://www.rottentomatoes.com/m/eternals,Movie,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Don't Breathe,Horror/,"Released Aug 26, 2016,",2016,Don't Breathe: Trailer 1,"1h 28m,",63%,64%,"Critics Consensus
        
Don't Breathe smartly twists its sturdy premise to offer a satisfyingly tense, chilling addition to the home invasion genre that's all the more effective for its simplicity.
Read Critics Reviews",https://www.rottentomatoes.com/m/dont_breathe_2016,Movie,No,No,No,Yes,No,No,No,Yes,No,No,Yes
Derry Girls,Comedy/,"2018 - Present,",2018,"Set against the backdrop of the Northern Ireland Troubles, this comedy series follows a group of friends as they navigate their teens in the early 1990s.",N/A,100%,92%,N/A,https://www.rottentomatoes.com/tv/derry_girls,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Fake Profile,Drama/,"2023 - Present,",2023,"Camila meets her Prince Charming through a dating app; after an idyllic romance, she makes plans to surprise him, only to end up trapped in paradise.",N/A,91%,84%,N/A,https://www.rottentomatoes.com/tv/fake_profile,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
13 Reasons Why,Drama,"2017 - 2020,",2017,13 Reasons Why: Season 2 'Date Announcement' Trailer,N/A,77%,84%,N/A,https://www.rottentomatoes.com/tv/13_reasons_why,TV Show,Yes,No,No,Yes,No,No,No,No,No,No,Yes
How to Rob a Bank,Documentary/,"2024,",2024,How to Rob a Bank: Trailer,"1h 26m,",100%,76%,N/A,https://www.rottentomatoes.com/m/how_to_rob_a_bank_2024,Movie,Yes,No,No,No,No,No,No,No,No,No,No
Unbreakable,Mystery & Thriller,"Released Nov 22, 2000,",2000,Unbreakable: Trailer 1,"1h 47m,",38%,47%,"Critics Consensus
        
With a weaker ending, Unbreakable is not as a good as The Sixth Sense. However, it is a quietly suspenseful film that intrigues and engages, taking the audience through unpredictable twists and turns along the way.
Read Critics Reviews",https://www.rottentomatoes.com/m/unbreakable,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Evil Dead Rise,Horror/,"Released Apr 21, 2023,",2023,Evil Dead Rise: Teaser - Tickets on Sale,"1h 36m,",64%,70%,"Critics Consensus
        
Offering just about everything longtime fans could hope for while still managing to carry the franchise forward, Evil Dead Rise is all kinds of groovy.
Read Critics Reviews",https://www.rottentomatoes.com/m/evil_dead_rise,Movie,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
The Tattooist of Auschwitz,History/,"2024 - Present,",2024,The Tattooist of Auschwitz: Limited Series Trailer,N/A,76%,47%,N/A,https://www.rottentomatoes.com/tv/the_tattooist_of_auschwitz,TV Show,No,No,No,No,No,No,Yes,No,No,No,No
I Am: Celine Dion,Documentary/,"Released Jun 21,",N/A,"Directed by Academy Award nominee Irene Taylor, I AM: CELINE DION gives us a raw and honest behind-the-scenes look at the iconic superstar's struggle with a life-altering illness. Serving as a love letter to her fans, this inspirational documentary highlights the music that has guided her life while also showcasing the resilience of the human spirit.","1h 42m,",100%,100%,"Critics Consensus
        
Cutting through cliché with an earnest and open closet of vulnerability, I Am is a moving portrait of resilience, proving that Celine Dion will go on.
Read Critics Reviews",https://www.rottentomatoes.com/m/i_am_celine_dion,Movie,No,No,No,No,No,No,No,No,No,No,Yes
Naked Acts,Comedy/,"Now Playing,",N/A,"Celebrated as a key film in the canon of independent cinema by African-Americans in the 1990s, Bridgett M. Davis's Naked Acts was included in the seminal anthology ""The 50 Most Influential Black Films"" by S. Torriano Berry. Beautiful aspiring actor Cicely (Jake-ann Jones) has just landed her first major role, but there's a big problem: it requires a nude scene. Her mother was a Blaxploitation star known for her sex appeal, while Cicely is a survivor of sexual assault with life-long body image issues, all of which has left her with a strong aversion to disrobing in public. Now, with the support of her boyfriend Joel (Ron Cephas Jones), she attempts to get past her fear.","1h 27m,",60%,,N/A,https://www.rottentomatoes.com/m/naked_acts,Movie,No,No,No,No,No,No,No,No,No,No,No
Season 1 – Lady in the Lake,Drama/,"Next Ep Fri Aug 9,",N/A,Lady in the Lake: Limited Series Featurette - Inside Look,N/A,60%,75%,"Critics Consensus
        
Dense with intriguing drama if too muddled by digressions and stylistic flourishes, Lady in the Lake is a well-acted mystery with a lot on its mind.
Read Critics Reviews",https://www.rottentomatoes.com/tv/lady_in_the_lake/s01,TV Show,No,No,No,No,No,No,No,No,Yes,No,No
The Newsroom,Drama,"2012 - 2014,",2012,"Aaron Sorkin once chronicled the daily work of the federal government in ""The West Wing."" In ""The Newsroom,"" the Emmy-winning executive producer uses the operation of a fictional cable news network as the heart of the story, with Jeff Daniels portraying the network's lead anchor and leading an ensemble cast. Episodes are written around actual recent news events, reported by a staff that takes its collective responsibilities seriously, but corporate and commercial obstacles -- plus entangled personal relationships -- fly in the face of their public mission.",N/A,48%,82%,N/A,https://www.rottentomatoes.com/tv/the_newsroom,TV Show,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes
Fallout,Drama/,"2024 - Present,",2024,"Walton Goggins Breaks Down His Character as ""The Ghoul"" in 'Fallout'",N/A,94%,89%,N/A,https://www.rottentomatoes.com/tv/fallout,TV Show,No,No,No,No,No,No,No,No,No,No,Yes
Inception,Sci-Fi/,"Released Jul 16, 2010,",2010,Inception: Trailer 1,"2h 28m,",37%,38%,"Critics Consensus
        
Smart, innovative, and thrilling, Inception is that rare summer blockbuster that succeeds viscerally as well as intellectually.
Read Critics Reviews",https://www.rottentomatoes.com/m/inception,Movie,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
The Night Agent,Drama/,"2023 - Present,",2023,The Night Agent: Season 1 Teaser,N/A,74%,39%,N/A,https://www.rottentomatoes.com/tv/the_night_agent,TV Show,Yes,No,No,No,No,No,No,No,No,No,No
Jack Reacher,Action/,"Released Dec 21, 2012,",2012,"One morning in an ordinary town, five people are shot dead in a seemingly random attack; all evidence points to a single suspect: an ex-military sniper who is quickly brought into custody; Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney.. However, the more Reacher delves into the case, the less clear-cut it appears.","2h 10m,",38%,42%,"Critics Consensus
        
Jack Reacher is an above-average crime thriller with a smoothly charismatic performance from Tom Cruise.
Read Critics Reviews",https://www.rottentomatoes.com/m/jack_reacher,Movie,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes
